this is log msg 0 Fri Nov  9 13:26:11 2018 
this is log msg 3402 Fri Nov  9 13:32:02 2018 
this is log msg 3403 Fri Nov  9 13:32:02 2018 
this is log msg 3404 Fri Nov  9 13:32:02 2018 
this is log msg 3405 Fri Nov  9 13:32:02 2018 
this is log msg 3406 Fri Nov  9 13:32:02 2018 
this is log msg 3407 Fri Nov  9 13:32:02 2018 
this is log msg 3408 Fri Nov  9 13:32:02 2018 
this is log msg 3409 Fri Nov  9 13:32:03 2018 
this is log msg 3410 Fri Nov  9 13:32:03 2018 
this is log msg 3411 Fri Nov  9 13:32:03 2018 
this is log msg 3412 Fri Nov  9 13:32:03 2018 
this is log msg 3413 Fri Nov  9 13:32:03 2018 
this is log msg 3414 Fri Nov  9 13:32:03 2018 
this is log msg 3415 Fri Nov  9 13:32:03 2018 
this is log msg 3416 Fri Nov  9 13:32:03 2018 
this is log msg 3417 Fri Nov  9 13:32:03 2018 
this is log msg 3418 Fri Nov  9 13:32:03 2018 
this is log msg 3419 Fri Nov  9 13:32:04 2018 
this is log msg 3420 Fri Nov  9 13:32:04 2018 
this is log msg 3421 Fri Nov  9 13:32:04 2018 
this is log msg 3422 Fri Nov  9 13:32:04 2018 
this is log msg 3423 Fri Nov  9 13:32:04 2018 
this is log msg 3424 Fri Nov  9 13:32:04 2018 
this is log msg 3425 Fri Nov  9 13:32:04 2018 
this is log msg 3426 Fri Nov  9 13:32:04 2018 
this is log msg 3427 Fri Nov  9 13:32:04 2018 
this is log msg 3428 Fri Nov  9 13:32:05 2018 
this is log msg 3429 Fri Nov  9 13:32:05 2018 
this is log msg 3430 Fri Nov  9 13:32:05 2018 
this is log msg 3431 Fri Nov  9 13:32:05 2018 
this is log msg 3432 Fri Nov  9 13:32:05 2018 
this is log msg 3433 Fri Nov  9 13:32:05 2018 
this is log msg 3434 Fri Nov  9 13:32:05 2018 
this is log msg 3435 Fri Nov  9 13:32:05 2018 
this is log msg 3436 Fri Nov  9 13:32:05 2018 
this is log msg 3437 Fri Nov  9 13:32:05 2018 
this is log msg 3438 Fri Nov  9 13:32:06 2018 
this is log msg 3439 Fri Nov  9 13:32:06 2018 
this is log msg 3440 Fri Nov  9 13:32:06 2018 
this is log msg 3441 Fri Nov  9 13:32:06 2018 
this is log msg 3442 Fri Nov  9 13:32:06 2018 
this is log msg 3443 Fri Nov  9 13:32:06 2018 
this is log msg 3444 Fri Nov  9 13:32:06 2018 
this is log msg 3445 Fri Nov  9 13:32:06 2018 
this is log msg 3446 Fri Nov  9 13:32:06 2018 
this is log msg 3447 Fri Nov  9 13:32:06 2018 
this is log msg 3448 Fri Nov  9 13:32:07 2018 
this is log msg 3449 Fri Nov  9 13:32:07 2018 
this is log msg 3450 Fri Nov  9 13:32:07 2018 
this is log msg 3451 Fri Nov  9 13:32:07 2018 
this is log msg 3452 Fri Nov  9 13:32:07 2018 
this is log msg 3453 Fri Nov  9 13:32:07 2018 
this is log msg 3454 Fri Nov  9 13:32:07 2018 
this is log msg 3455 Fri Nov  9 13:32:07 2018 
this is log msg 3456 Fri Nov  9 13:32:07 2018 
this is log msg 3457 Fri Nov  9 13:32:08 2018 
this is log msg 3458 Fri Nov  9 13:32:08 2018 
this is log msg 3459 Fri Nov  9 13:32:08 2018 
this is log msg 3460 Fri Nov  9 13:32:08 2018 
this is log msg 3461 Fri Nov  9 13:32:08 2018 
this is log msg 3462 Fri Nov  9 13:32:08 2018 
this is log msg 3463 Fri Nov  9 13:32:08 2018 
this is log msg 3464 Fri Nov  9 13:32:08 2018 
this is log msg 3465 Fri Nov  9 13:32:08 2018 
this is log msg 3466 Fri Nov  9 13:32:08 2018 
this is log msg 3467 Fri Nov  9 13:32:09 2018 
this is log msg 3468 Fri Nov  9 13:32:09 2018 
this is log msg 3469 Fri Nov  9 13:32:09 2018 
this is log msg 3470 Fri Nov  9 13:32:09 2018 
this is log msg 3471 Fri Nov  9 13:32:09 2018 
this is log msg 3472 Fri Nov  9 13:32:09 2018 
this is log msg 3473 Fri Nov  9 13:32:09 2018 
this is log msg 3474 Fri Nov  9 13:32:09 2018 
this is log msg 3475 Fri Nov  9 13:32:09 2018 
this is log msg 3476 Fri Nov  9 13:32:09 2018 
this is log msg 3477 Fri Nov  9 13:32:10 2018 
this is log msg 3478 Fri Nov  9 13:32:10 2018 
this is log msg 3479 Fri Nov  9 13:32:10 2018 
this is log msg 3480 Fri Nov  9 13:32:10 2018 
this is log msg 3481 Fri Nov  9 13:32:10 2018 
this is log msg 3482 Fri Nov  9 13:32:10 2018 
this is log msg 3483 Fri Nov  9 13:32:10 2018 
this is log msg 3484 Fri Nov  9 13:32:10 2018 
this is log msg 3485 Fri Nov  9 13:32:10 2018 
this is log msg 3486 Fri Nov  9 13:32:10 2018 
this is log msg 3487 Fri Nov  9 13:32:11 2018 
this is log msg 3488 Fri Nov  9 13:32:11 2018 
this is log msg 3489 Fri Nov  9 13:32:11 2018 
this is log msg 3490 Fri Nov  9 13:32:11 2018 
this is log msg 3491 Fri Nov  9 13:32:11 2018 
this is log msg 3492 Fri Nov  9 13:32:11 2018 
this is log msg 3493 Fri Nov  9 13:32:11 2018 
this is log msg 3494 Fri Nov  9 13:32:11 2018 
this is log msg 3495 Fri Nov  9 13:32:11 2018 
this is log msg 3496 Fri Nov  9 13:32:12 2018 
this is log msg 3497 Fri Nov  9 13:32:12 2018 
this is log msg 3498 Fri Nov  9 13:32:12 2018 
this is log msg 3499 Fri Nov  9 13:32:12 2018 
this is log msg 3500 Fri Nov  9 13:32:12 2018 
this is log msg 3501 Fri Nov  9 13:32:12 2018 
this is log msg 3502 Fri Nov  9 13:32:12 2018 
this is log msg 3503 Fri Nov  9 13:32:12 2018 
this is log msg 3504 Fri Nov  9 13:32:12 2018 
this is log msg 3505 Fri Nov  9 13:32:12 2018 
this is log msg 3506 Fri Nov  9 13:32:13 2018 
this is log msg 3507 Fri Nov  9 13:32:13 2018 
this is log msg 3508 Fri Nov  9 13:32:13 2018 
this is log msg 3509 Fri Nov  9 13:32:13 2018 
this is log msg 3510 Fri Nov  9 13:32:13 2018 
this is log msg 3511 Fri Nov  9 13:32:13 2018 
this is log msg 3512 Fri Nov  9 13:32:13 2018 
this is log msg 3513 Fri Nov  9 13:32:13 2018 
this is log msg 3514 Fri Nov  9 13:32:13 2018 
this is log msg 3515 Fri Nov  9 13:32:13 2018 
this is log msg 3516 Fri Nov  9 13:32:14 2018 
this is log msg 3517 Fri Nov  9 13:32:14 2018 
this is log msg 3518 Fri Nov  9 13:32:14 2018 
this is log msg 3519 Fri Nov  9 13:32:14 2018 
this is log msg 3520 Fri Nov  9 13:32:14 2018 
this is log msg 3521 Fri Nov  9 13:32:14 2018 
this is log msg 3522 Fri Nov  9 13:32:14 2018 
this is log msg 3523 Fri Nov  9 13:32:14 2018 
this is log msg 3524 Fri Nov  9 13:32:14 2018 
this is log msg 3525 Fri Nov  9 13:32:15 2018 
this is log msg 3526 Fri Nov  9 13:32:15 2018 
this is log msg 3527 Fri Nov  9 13:32:15 2018 
this is log msg 3528 Fri Nov  9 13:32:15 2018 
this is log msg 3529 Fri Nov  9 13:32:15 2018 
this is log msg 3530 Fri Nov  9 13:32:15 2018 
this is log msg 3531 Fri Nov  9 13:32:15 2018 
this is log msg 3532 Fri Nov  9 13:32:15 2018 
this is log msg 3533 Fri Nov  9 13:32:15 2018 
this is log msg 3534 Fri Nov  9 13:32:15 2018 
this is log msg 3535 Fri Nov  9 13:32:16 2018 
this is log msg 3536 Fri Nov  9 13:32:16 2018 
this is log msg 3537 Fri Nov  9 13:32:16 2018 
this is log msg 3538 Fri Nov  9 13:32:16 2018 
this is log msg 3539 Fri Nov  9 13:32:16 2018 
this is log msg 3540 Fri Nov  9 13:32:16 2018 
this is log msg 3541 Fri Nov  9 13:32:16 2018 
this is log msg 3542 Fri Nov  9 13:32:16 2018 
this is log msg 3543 Fri Nov  9 13:32:16 2018 
this is log msg 3544 Fri Nov  9 13:32:16 2018 
this is log msg 3545 Fri Nov  9 13:32:17 2018 
this is log msg 3546 Fri Nov  9 13:32:17 2018 
this is log msg 3547 Fri Nov  9 13:32:17 2018 
this is log msg 3548 Fri Nov  9 13:32:17 2018 
this is log msg 3549 Fri Nov  9 13:32:17 2018 
this is log msg 3550 Fri Nov  9 13:32:17 2018 
this is log msg 3551 Fri Nov  9 13:32:17 2018 
this is log msg 3552 Fri Nov  9 13:32:17 2018 
this is log msg 3553 Fri Nov  9 13:32:17 2018 
this is log msg 3554 Fri Nov  9 13:32:18 2018 
this is log msg 3555 Fri Nov  9 13:32:18 2018 
this is log msg 3556 Fri Nov  9 13:32:18 2018 
this is log msg 3557 Fri Nov  9 13:32:18 2018 
this is log msg 3558 Fri Nov  9 13:32:18 2018 
this is log msg 3559 Fri Nov  9 13:32:18 2018 
this is log msg 3560 Fri Nov  9 13:32:18 2018 
this is log msg 3561 Fri Nov  9 13:32:18 2018 
this is log msg 3562 Fri Nov  9 13:32:18 2018 
this is log msg 3563 Fri Nov  9 13:32:18 2018 
this is log msg 3564 Fri Nov  9 13:32:19 2018 
this is log msg 3565 Fri Nov  9 13:32:19 2018 
this is log msg 3566 Fri Nov  9 13:32:19 2018 
this is log msg 3567 Fri Nov  9 13:32:19 2018 
this is log msg 3568 Fri Nov  9 13:32:19 2018 
this is log msg 3569 Fri Nov  9 13:32:19 2018 
this is log msg 3570 Fri Nov  9 13:32:19 2018 
this is log msg 3571 Fri Nov  9 13:32:19 2018 
this is log msg 3572 Fri Nov  9 13:32:19 2018 
this is log msg 3573 Fri Nov  9 13:32:19 2018 
this is log msg 3574 Fri Nov  9 13:32:20 2018 
this is log msg 3575 Fri Nov  9 13:32:20 2018 
this is log msg 3576 Fri Nov  9 13:32:20 2018 
this is log msg 3577 Fri Nov  9 13:32:20 2018 
this is log msg 3578 Fri Nov  9 13:32:20 2018 
this is log msg 3579 Fri Nov  9 13:32:20 2018 
this is log msg 3580 Fri Nov  9 13:32:20 2018 
this is log msg 3581 Fri Nov  9 13:32:20 2018 
this is log msg 3582 Fri Nov  9 13:32:20 2018 
this is log msg 3583 Fri Nov  9 13:32:21 2018 
this is log msg 3584 Fri Nov  9 13:32:21 2018 
this is log msg 3585 Fri Nov  9 13:32:21 2018 
this is log msg 3586 Fri Nov  9 13:32:21 2018 
this is log msg 3587 Fri Nov  9 13:32:21 2018 
this is log msg 3588 Fri Nov  9 13:32:21 2018 
this is log msg 3589 Fri Nov  9 13:32:21 2018 
this is log msg 3590 Fri Nov  9 13:32:21 2018 
this is log msg 3591 Fri Nov  9 13:32:21 2018 
this is log msg 3592 Fri Nov  9 13:32:21 2018 
this is log msg 3593 Fri Nov  9 13:32:22 2018 
this is log msg 3594 Fri Nov  9 13:32:22 2018 
this is log msg 3595 Fri Nov  9 13:32:22 2018 
this is log msg 3596 Fri Nov  9 13:32:22 2018 
this is log msg 3597 Fri Nov  9 13:32:22 2018 
this is log msg 3598 Fri Nov  9 13:32:22 2018 
this is log msg 3599 Fri Nov  9 13:32:22 2018 
this is log msg 3600 Fri Nov  9 13:32:22 2018 
this is log msg 3601 Fri Nov  9 13:32:22 2018 
this is log msg 3602 Fri Nov  9 13:32:22 2018 
this is log msg 3603 Fri Nov  9 13:32:23 2018 
this is log msg 3604 Fri Nov  9 13:32:23 2018 
this is log msg 3605 Fri Nov  9 13:32:23 2018 
this is log msg 3606 Fri Nov  9 13:32:23 2018 
this is log msg 3607 Fri Nov  9 13:32:23 2018 
this is log msg 3608 Fri Nov  9 13:32:23 2018 
this is log msg 3609 Fri Nov  9 13:32:23 2018 
this is log msg 3610 Fri Nov  9 13:32:23 2018 
this is log msg 3611 Fri Nov  9 13:32:23 2018 
this is log msg 3612 Fri Nov  9 13:32:24 2018 
this is log msg 3613 Fri Nov  9 13:32:24 2018 
this is log msg 3614 Fri Nov  9 13:32:24 2018 
this is log msg 3615 Fri Nov  9 13:32:24 2018 
this is log msg 3616 Fri Nov  9 13:32:24 2018 
this is log msg 3617 Fri Nov  9 13:32:24 2018 
this is log msg 3618 Fri Nov  9 13:32:24 2018 
this is log msg 3619 Fri Nov  9 13:32:24 2018 
this is log msg 3620 Fri Nov  9 13:32:24 2018 
this is log msg 3621 Fri Nov  9 13:32:24 2018 
this is log msg 3622 Fri Nov  9 13:32:25 2018 
this is log msg 3623 Fri Nov  9 13:32:25 2018 
this is log msg 3624 Fri Nov  9 13:32:25 2018 
this is log msg 3625 Fri Nov  9 13:32:25 2018 
this is log msg 3626 Fri Nov  9 13:32:25 2018 
this is log msg 3627 Fri Nov  9 13:32:25 2018 
this is log msg 3628 Fri Nov  9 13:32:25 2018 
this is log msg 3629 Fri Nov  9 13:32:25 2018 
this is log msg 3630 Fri Nov  9 13:32:25 2018 
this is log msg 3631 Fri Nov  9 13:32:25 2018 
this is log msg 3632 Fri Nov  9 13:32:26 2018 
this is log msg 3633 Fri Nov  9 13:32:26 2018 
this is log msg 3634 Fri Nov  9 13:32:26 2018 
this is log msg 3635 Fri Nov  9 13:32:26 2018 
this is log msg 3636 Fri Nov  9 13:32:26 2018 
this is log msg 3637 Fri Nov  9 13:32:26 2018 
this is log msg 3638 Fri Nov  9 13:32:26 2018 
this is log msg 3639 Fri Nov  9 13:32:26 2018 
this is log msg 3640 Fri Nov  9 13:32:26 2018 
this is log msg 3641 Fri Nov  9 13:32:26 2018 
this is log msg 3642 Fri Nov  9 13:32:27 2018 
this is log msg 3643 Fri Nov  9 13:32:27 2018 
this is log msg 3644 Fri Nov  9 13:32:27 2018 
this is log msg 3645 Fri Nov  9 13:32:27 2018 
this is log msg 3646 Fri Nov  9 13:32:27 2018 
this is log msg 3647 Fri Nov  9 13:32:27 2018 
this is log msg 3648 Fri Nov  9 13:32:27 2018 
this is log msg 3649 Fri Nov  9 13:32:27 2018 
this is log msg 3650 Fri Nov  9 13:32:27 2018 
this is log msg 3651 Fri Nov  9 13:32:28 2018 
this is log msg 3652 Fri Nov  9 13:32:28 2018 
this is log msg 3653 Fri Nov  9 13:32:28 2018 
this is log msg 3654 Fri Nov  9 13:32:28 2018 
this is log msg 3655 Fri Nov  9 13:32:28 2018 
this is log msg 3656 Fri Nov  9 13:32:28 2018 
this is log msg 3657 Fri Nov  9 13:32:28 2018 
this is log msg 3658 Fri Nov  9 13:32:28 2018 
this is log msg 3659 Fri Nov  9 13:32:28 2018 
this is log msg 3660 Fri Nov  9 13:32:28 2018 
this is log msg 3661 Fri Nov  9 13:32:29 2018 
this is log msg 3662 Fri Nov  9 13:32:29 2018 
this is log msg 3663 Fri Nov  9 13:32:29 2018 
this is log msg 3664 Fri Nov  9 13:32:29 2018 
this is log msg 3665 Fri Nov  9 13:32:29 2018 
this is log msg 3666 Fri Nov  9 13:32:29 2018 
this is log msg 3667 Fri Nov  9 13:32:29 2018 
this is log msg 3668 Fri Nov  9 13:32:29 2018 
this is log msg 3669 Fri Nov  9 13:32:29 2018 
this is log msg 3670 Fri Nov  9 13:32:29 2018 
this is log msg 3671 Fri Nov  9 13:32:30 2018 
this is log msg 3672 Fri Nov  9 13:32:30 2018 
this is log msg 3673 Fri Nov  9 13:32:30 2018 
this is log msg 3674 Fri Nov  9 13:32:30 2018 
this is log msg 3675 Fri Nov  9 13:32:30 2018 
this is log msg 3676 Fri Nov  9 13:32:30 2018 
this is log msg 3677 Fri Nov  9 13:32:30 2018 
this is log msg 3678 Fri Nov  9 13:32:30 2018 
this is log msg 3679 Fri Nov  9 13:32:30 2018 
this is log msg 3680 Fri Nov  9 13:32:31 2018 
this is log msg 3681 Fri Nov  9 13:32:31 2018 
this is log msg 3682 Fri Nov  9 13:32:31 2018 
this is log msg 3683 Fri Nov  9 13:32:31 2018 
this is log msg 3684 Fri Nov  9 13:32:31 2018 
this is log msg 3685 Fri Nov  9 13:32:31 2018 
this is log msg 3686 Fri Nov  9 13:32:31 2018 
this is log msg 3687 Fri Nov  9 13:32:31 2018 
this is log msg 3688 Fri Nov  9 13:32:31 2018 
this is log msg 3689 Fri Nov  9 13:32:31 2018 
this is log msg 3690 Fri Nov  9 13:32:32 2018 
this is log msg 3691 Fri Nov  9 13:32:32 2018 
this is log msg 3692 Fri Nov  9 13:32:32 2018 
this is log msg 3693 Fri Nov  9 13:32:32 2018 
this is log msg 3694 Fri Nov  9 13:32:32 2018 
this is log msg 3695 Fri Nov  9 13:32:32 2018 
this is log msg 3696 Fri Nov  9 13:32:32 2018 
this is log msg 3697 Fri Nov  9 13:32:32 2018 
this is log msg 3698 Fri Nov  9 13:32:32 2018 
this is log msg 3699 Fri Nov  9 13:32:32 2018 
this is log msg 3700 Fri Nov  9 13:32:33 2018 
this is log msg 3701 Fri Nov  9 13:32:33 2018 
this is log msg 3702 Fri Nov  9 13:32:33 2018 
this is log msg 3703 Fri Nov  9 13:32:33 2018 
this is log msg 3704 Fri Nov  9 13:32:33 2018 
this is log msg 3705 Fri Nov  9 13:32:33 2018 
this is log msg 3706 Fri Nov  9 13:32:33 2018 
this is log msg 3707 Fri Nov  9 13:32:33 2018 
this is log msg 3708 Fri Nov  9 13:32:33 2018 
this is log msg 3709 Fri Nov  9 13:32:33 2018 
this is log msg 3710 Fri Nov  9 13:32:34 2018 
this is log msg 3711 Fri Nov  9 13:32:34 2018 
this is log msg 3712 Fri Nov  9 13:32:34 2018 
this is log msg 3713 Fri Nov  9 13:32:34 2018 
this is log msg 3714 Fri Nov  9 13:32:34 2018 
this is log msg 3715 Fri Nov  9 13:32:34 2018 
this is log msg 3716 Fri Nov  9 13:32:34 2018 
this is log msg 3717 Fri Nov  9 13:32:34 2018 
this is log msg 3718 Fri Nov  9 13:32:34 2018 
this is log msg 3719 Fri Nov  9 13:32:35 2018 
this is log msg 3720 Fri Nov  9 13:32:35 2018 
this is log msg 3721 Fri Nov  9 13:32:35 2018 
this is log msg 3722 Fri Nov  9 13:32:35 2018 
this is log msg 3723 Fri Nov  9 13:32:35 2018 
this is log msg 3724 Fri Nov  9 13:32:35 2018 
this is log msg 3725 Fri Nov  9 13:32:35 2018 
this is log msg 3726 Fri Nov  9 13:32:35 2018 
this is log msg 3727 Fri Nov  9 13:32:35 2018 
this is log msg 3728 Fri Nov  9 13:32:35 2018 
this is log msg 3729 Fri Nov  9 13:32:36 2018 
this is log msg 3730 Fri Nov  9 13:32:36 2018 
this is log msg 3731 Fri Nov  9 13:32:36 2018 
this is log msg 3732 Fri Nov  9 13:32:36 2018 
this is log msg 3733 Fri Nov  9 13:32:36 2018 
this is log msg 3734 Fri Nov  9 13:32:36 2018 
this is log msg 3735 Fri Nov  9 13:32:36 2018 
this is log msg 3736 Fri Nov  9 13:32:36 2018 
this is log msg 3737 Fri Nov  9 13:32:36 2018 
this is log msg 3738 Fri Nov  9 13:32:36 2018 
this is log msg 3739 Fri Nov  9 13:32:37 2018 
this is log msg 3740 Fri Nov  9 13:32:37 2018 
this is log msg 3741 Fri Nov  9 13:32:37 2018 
this is log msg 3742 Fri Nov  9 13:32:37 2018 
this is log msg 3743 Fri Nov  9 13:32:37 2018 
this is log msg 3744 Fri Nov  9 13:32:37 2018 
this is log msg 3745 Fri Nov  9 13:32:37 2018 
this is log msg 3746 Fri Nov  9 13:32:37 2018 
this is log msg 3747 Fri Nov  9 13:32:37 2018 
this is log msg 3748 Fri Nov  9 13:32:37 2018 
this is log msg 3749 Fri Nov  9 13:32:38 2018 
this is log msg 3750 Fri Nov  9 13:32:38 2018 
this is log msg 3751 Fri Nov  9 13:32:38 2018 
this is log msg 3752 Fri Nov  9 13:32:38 2018 
this is log msg 3753 Fri Nov  9 13:32:38 2018 
this is log msg 3754 Fri Nov  9 13:32:38 2018 
this is log msg 3755 Fri Nov  9 13:32:38 2018 
this is log msg 3756 Fri Nov  9 13:32:38 2018 
this is log msg 3757 Fri Nov  9 13:32:38 2018 
this is log msg 3758 Fri Nov  9 13:32:39 2018 
this is log msg 3759 Fri Nov  9 13:32:39 2018 
this is log msg 3760 Fri Nov  9 13:32:39 2018 
this is log msg 3761 Fri Nov  9 13:32:39 2018 
this is log msg 3762 Fri Nov  9 13:32:39 2018 
this is log msg 3763 Fri Nov  9 13:32:39 2018 
this is log msg 3764 Fri Nov  9 13:32:39 2018 
this is log msg 3765 Fri Nov  9 13:32:39 2018 
this is log msg 3766 Fri Nov  9 13:32:39 2018 
this is log msg 3767 Fri Nov  9 13:32:39 2018 
this is log msg 3768 Fri Nov  9 13:32:40 2018 
this is log msg 3769 Fri Nov  9 13:32:40 2018 
this is log msg 3770 Fri Nov  9 13:32:40 2018 
this is log msg 3771 Fri Nov  9 13:32:40 2018 
this is log msg 3772 Fri Nov  9 13:32:40 2018 
this is log msg 3773 Fri Nov  9 13:32:40 2018 
this is log msg 3774 Fri Nov  9 13:32:40 2018 
this is log msg 3775 Fri Nov  9 13:32:40 2018 
this is log msg 3776 Fri Nov  9 13:32:40 2018 
this is log msg 3777 Fri Nov  9 13:32:40 2018 
this is log msg 3778 Fri Nov  9 13:32:41 2018 
this is log msg 3779 Fri Nov  9 13:32:41 2018 
this is log msg 3780 Fri Nov  9 13:32:41 2018 
this is log msg 3781 Fri Nov  9 13:32:41 2018 
this is log msg 3782 Fri Nov  9 13:32:41 2018 
this is log msg 3783 Fri Nov  9 13:32:41 2018 
this is log msg 3784 Fri Nov  9 13:32:41 2018 
this is log msg 3785 Fri Nov  9 13:32:41 2018 
this is log msg 3786 Fri Nov  9 13:32:41 2018 
this is log msg 3787 Fri Nov  9 13:32:41 2018 
this is log msg 3788 Fri Nov  9 13:32:42 2018 
this is log msg 3789 Fri Nov  9 13:32:42 2018 
this is log msg 3790 Fri Nov  9 13:32:42 2018 
this is log msg 3791 Fri Nov  9 13:32:42 2018 
this is log msg 3792 Fri Nov  9 13:32:42 2018 
this is log msg 3793 Fri Nov  9 13:32:42 2018 
this is log msg 3794 Fri Nov  9 13:32:42 2018 
this is log msg 3795 Fri Nov  9 13:32:42 2018 
this is log msg 3796 Fri Nov  9 13:32:42 2018 
this is log msg 3797 Fri Nov  9 13:32:43 2018 
this is log msg 3798 Fri Nov  9 13:32:43 2018 
this is log msg 3799 Fri Nov  9 13:32:43 2018 
this is log msg 3800 Fri Nov  9 13:32:43 2018 
this is log msg 3801 Fri Nov  9 13:32:43 2018 
this is log msg 3802 Fri Nov  9 13:32:43 2018 
this is log msg 3803 Fri Nov  9 13:32:43 2018 
this is log msg 3804 Fri Nov  9 13:32:43 2018 
this is log msg 3805 Fri Nov  9 13:32:43 2018 
this is log msg 3806 Fri Nov  9 13:32:43 2018 
this is log msg 3807 Fri Nov  9 13:32:44 2018 
this is log msg 3808 Fri Nov  9 13:32:44 2018 
this is log msg 3809 Fri Nov  9 13:32:44 2018 
this is log msg 3810 Fri Nov  9 13:32:44 2018 
this is log msg 3811 Fri Nov  9 13:32:44 2018 
this is log msg 3812 Fri Nov  9 13:32:44 2018 
this is log msg 3813 Fri Nov  9 13:32:44 2018 
this is log msg 3814 Fri Nov  9 13:32:44 2018 
this is log msg 3815 Fri Nov  9 13:32:44 2018 
this is log msg 3816 Fri Nov  9 13:32:44 2018 
this is log msg 3817 Fri Nov  9 13:32:45 2018 
this is log msg 3818 Fri Nov  9 13:32:45 2018 
this is log msg 3819 Fri Nov  9 13:32:45 2018 
this is log msg 3820 Fri Nov  9 13:32:45 2018 
this is log msg 3821 Fri Nov  9 13:32:45 2018 
this is log msg 3822 Fri Nov  9 13:32:45 2018 
this is log msg 3823 Fri Nov  9 13:32:45 2018 
this is log msg 3824 Fri Nov  9 13:32:45 2018 
this is log msg 3825 Fri Nov  9 13:32:45 2018 
this is log msg 3826 Fri Nov  9 13:32:45 2018 
this is log msg 3827 Fri Nov  9 13:32:46 2018 
this is log msg 3828 Fri Nov  9 13:32:46 2018 
this is log msg 3829 Fri Nov  9 13:32:46 2018 
this is log msg 3830 Fri Nov  9 13:32:46 2018 
this is log msg 3831 Fri Nov  9 13:32:46 2018 
this is log msg 3832 Fri Nov  9 13:32:46 2018 
this is log msg 3833 Fri Nov  9 13:32:46 2018 
this is log msg 3834 Fri Nov  9 13:32:46 2018 
this is log msg 3835 Fri Nov  9 13:32:46 2018 
this is log msg 3836 Fri Nov  9 13:32:47 2018 
this is log msg 3837 Fri Nov  9 13:32:47 2018 
this is log msg 3838 Fri Nov  9 13:32:47 2018 
this is log msg 3839 Fri Nov  9 13:32:47 2018 
this is log msg 3840 Fri Nov  9 13:32:47 2018 
this is log msg 3841 Fri Nov  9 13:32:47 2018 
this is log msg 3842 Fri Nov  9 13:32:47 2018 
this is log msg 3843 Fri Nov  9 13:32:47 2018 
this is log msg 3844 Fri Nov  9 13:32:47 2018 
this is log msg 3845 Fri Nov  9 13:32:47 2018 
this is log msg 3846 Fri Nov  9 13:32:48 2018 
this is log msg 3847 Fri Nov  9 13:32:48 2018 
this is log msg 3848 Fri Nov  9 13:32:48 2018 
this is log msg 3849 Fri Nov  9 13:32:48 2018 
this is log msg 3850 Fri Nov  9 13:32:48 2018 
this is log msg 3851 Fri Nov  9 13:32:48 2018 
this is log msg 3852 Fri Nov  9 13:32:48 2018 
this is log msg 3853 Fri Nov  9 13:32:48 2018 
this is log msg 3854 Fri Nov  9 13:32:48 2018 
this is log msg 3855 Fri Nov  9 13:32:48 2018 
this is log msg 3856 Fri Nov  9 13:32:49 2018 
this is log msg 3857 Fri Nov  9 13:32:49 2018 
this is log msg 3858 Fri Nov  9 13:32:49 2018 
this is log msg 3859 Fri Nov  9 13:32:49 2018 
this is log msg 3860 Fri Nov  9 13:32:49 2018 
